taxon_name,level_1,level_2,ecological_group
abies,Abies,Abies,TRSH
acacia,Acacia,Acacia,TRSH
acanthus,Acanthaceae,Acanthaceae,UPHE
acer,Acer,Acer,TRSH
aconitum_group,Aconitum,Aconitum,UPHE
actaea,Actaea,Actaea,UPHE
adonis,Adonis,Adonis,UPHE
adonis_aestivalis,Adonis,Adonis,UPHE
adonis_aestivalis_type,Adonis,Adonis,UPHE
adonis_type,Adonis,Adonis,UPHE
aellenia_type,Amaranthaceae/Chenopodiaceae,Amaranthaceae/Chenopodiaceae,UPHE
aesculus,Aesculus,Aesculus,UPHE
agrimonia,Agrimonia/Aremonia,Agrimonia/Aremonia,UPHE
alchemilla_minus_group,Alchemilla/Aphanes,Alchemilla/Aphanes,UPHE
alchemilla_type,Alchemilla/Aphanes,Alchemilla/Aphanes,UPHE
alhagi,Genista-type,Genista-type,TRSH
alisma,delete,delete,AQVP
allium,Liliaceae-type,Liliaceae-type,UPHE
allium_type,Liliaceae-type,Liliaceae-type,UPHE
allium_vineale_type,Liliaceae-type,Liliaceae-type,UPHE
alnus,Alnus,Alnus,TRSH
amaranthaceae,Amaranthaceae/Chenopodiaceae,Amaranthaceae/Chenopodiaceae,UPHE
amelanchier,Rosaceae (non-operculate),Rosaceae (non-operculate),TRSH
anagallis,Anagallis-type,Anagallis-type,UPHE
anagallis_type,Anagallis-type,Anagallis-type,UPHE
anchusa,Anchusa arvensis-type,Anchusa arvensis-type,UPHE
anchusa_pulmonaria,Boraginaceae,Boraginaceae,UPHE
anchusa_type,Boraginaceae,Boraginaceae,UPHE
androsace,Androsace,Androsace,UPHE
androsace_type,Androsace,Androsace,UPHE
anemone,Ranunculus-type,Ranunculus-type,UPHE
anemone_coronaria,Anemone coronaria,Anemone coronaria,UPHE
anisosciadium_type,Apiaceae,Apiaceae,UPHE
anthericum_type,Liliaceae-type,Liliaceae-type,UPHE
anthriscus_type,Apiaceae,Apiaceae,UPHE
antirrhinum_linaria,Scrophulariaceae (colporate-reticulate),Scrophulariaceae (colporate-reticulate),UPHE
apiaceae,Apiaceae,Apiaceae,UPHE
apium_type,Apiaceae,Apiaceae,UPHE
aquilegia_type,Caltha-type,Caltha-type,UPHE
araceae,Araceae,Araceae,UPHE
arboreal_pollen,delete,delete,delete
arbutus,Ericales (tetrads),Ericales (tetrads),TRSH
arceuthobium_oxycedri,Arceuthobium oxycedri,Arceuthobium oxycedri,TRSH
arctium_jurinea,Cynareae,Cynareae,UPHE
aristolochia,Aristolochiaceae,Aristolochiaceae,UPHE
armeria,Plumbaginaceae,Plumbaginaceae,UPHE
armeria_limonium,Plumbaginaceae,Plumbaginaceae,UPHE
artemisia,Artemisia,Artemisia,UPHE
artemisia_herba_minus_alba_type,Artemisia,Artemisia,UPHE
artemisia_vulgaris,Artemisia,Artemisia,UPHE
artemisia_vulgaris_type,Artemisia,Artemisia,UPHE
arum,Arum,Arum,UPHE
aruncus,Aruncus/Spiraea,Aruncus/Spiraea,UPHE
asparagus_type,Liliaceae-type,Liliaceae-type,UPHE
asperula_type,Rubiaceae,Rubiaceae,UPHE
asphodeline,Liliaceae-type,Liliaceae-type,UPHE
asphodelus,Liliaceae-type,Liliaceae-type,UPHE
asphodelus_albus_type,Liliaceae-type,Liliaceae-type,UPHE
asteraceae,Asteraceae,Asteraceae,UPHE
asteroideae,Compositae subfam. Asteroideae,Compositae subfam. Asteroideae,UPHE
astragalus_type,Astragalus-type,Astragalus-type,UPHE
atractylis_type,Compositae subfam. Asteroideae,Compositae subfam. Asteroideae,UPHE
atraphaxis,Atraphaxis,Atraphaxis,TRSH
atraphaxis_type,Atraphaxis,Atraphaxis,TRSH
atriplex_type,Amaranthaceae/Chenopodiaceae,Amaranthaceae/Chenopodiaceae,UPHE
atropa,Atropa-type,Atropa-type,UPHE
ballota_type,Galeopsis/Ballota-type,Galeopsis/Ballota-type,UPHE
bellis_type,Compositae subfam. Asteroideae,Compositae subfam. Asteroideae,UPHE
berberidaceae,Berberidaceae,Berberidaceae,TRSH
berberis,Berberidaceae,Berberidaceae,TRSH
beta,Amaranthaceae/Chenopodiaceae,Amaranthaceae/Chenopodiaceae,UPHE
beta_type,Amaranthaceae/Chenopodiaceae,Amaranthaceae/Chenopodiaceae,UPHE
betula,Betula,Betula,TRSH
bidens_type,Compositae subfam. Asteroideae,Compositae subfam. Asteroideae,UPHE
bilderdykia_convolvulus_type,Polygonum-type (tricolporate),Polygonum-type (tricolporate),UPHE
bistorta_amplexicaulis,Polygonum-type (tricolporate),Polygonum-type (tricolporate),UPHE
bistorta_officinalis_type,Polygonum-type (tricolporate),Polygonum-type (tricolporate),UPHE
blackstonia_type,Gentianaceae,Gentianaceae,UPHE
bongardia,Bongardia,Bongardia,UPHE
boraginaceae,Boraginaceae,Boraginaceae,UPHE
botrychium,delete,delete,VACR
brassica_type,Brassicaceae,Brassicaceae,UPHE
brassicaceae,Brassicaceae,Brassicaceae,UPHE
bryonia,Bryonia,Bryonia,UPHE
bryonia_type,Bryonia,Bryonia,UPHE
bunium_type,Apiaceae,Apiaceae,UPHE
bupleurum_type,Apiaceae,Apiaceae,UPHE
butomus_umbellatus,delete,delete,AQVP
buxus,Buxus,Buxus,TRSH
cachrys_type,Apiaceae,Apiaceae,UPHE
calendula,Compositae subfam. Asteroideae,Compositae subfam. Asteroideae,UPHE
calligonum,Calligonum-type,Calligonum-type,TRSH
calligonum_pteropyrum,Calligonum-type,Calligonum-type,TRSH
calligonum_pteropyrum_type,Calligonum-type,Calligonum-type,TRSH
calluna,Ericales (tetrads),Ericales (tetrads),TRSH
calluna_type,Ericales (tetrads),Ericales (tetrads),TRSH
caltha_type,Caltha-type,Caltha-type,UPHE
calystegia,Calystegia,Calystegia,UPHE
campanula_type,Campanulaceae,Campanulaceae,UPHE
campanulaceae,Campanulaceae,Campanulaceae,UPHE
cannabaceae,Cannabis/Humulus,Cannabis/Humulus,TRSH
cannabis,Cannabis/Humulus,Cannabis/Humulus,UPHE
cannabis_humulus,Cannabis/Humulus,Cannabis/Humulus,UPHE
capparaceae,Capparidaceae,Capparidaceae,UPHE
capparis,Capparis,Capparis,TRSH
caprifoliaceae_subf_dipsacoideae,Dipsacaceae,Dipsacaceae,TRSH
caprifoliaceae_subf_dipsacoideae_undiff,Dipsacaceae,Dipsacaceae,TRSH
capsella_type,Brassicaceae,Brassicaceae,UPHE
carduus_type,Cynareae,Cynareae,UPHE
carpinus,Carpinus betulus,Carpinus betulus,TRSH
carpinus_betulus,Carpinus betulus,Carpinus betulus,TRSH
carpinus_betulus_ostrya_type,Carpinus betulus,Carpinus betulus,TRSH
carpinus_betulus_type,Carpinus betulus,Carpinus betulus,TRSH
carpinus_orientalis,Ostrya/Carpinus orientalis,Ostrya/Carpinus orientalis,TRSH
carthamus,Cynareae,Cynareae,UPHE
carthamus_type,Cynareae,Cynareae,UPHE
carya,Carya,Carya,TRSH
caryophyllaceae,Caryophyllaceae (periporate excl. Paronychioideae),Caryophyllaceae (periporate excl. Paronychioideae),UPHE
castanea,Castanea sativa,Castanea sativa,TRSH
casuarina,Casuarina,Casuarina,TRSH
cedrus,Cedrus,Cedrus,TRSH
celtis,Celtis,Celtis,TRSH
centaurea,Centaurea,Centaurea,UPHE
centaurea_cyanus,Centaurea cyanus-type,Centaurea cyanus-type,UPHE
centaurea_cyanus_type,Centaurea cyanus-type,Centaurea cyanus-type,UPHE
centaurea_jacea,Centaurea nigra-type,Centaurea nigra-type,UPHE
centaurea_jacea_type,Centaurea nigra-type,Centaurea nigra-type,UPHE
centaurea_nigra_type,Centaurea nigra-type,Centaurea nigra-type,UPHE
centaurea_scabiosa_type,Centaurea scabiosa-type,Centaurea scabiosa-type,UPHE
centaurea_solstitialis_type,Centaurea nigra-type,Centaurea nigra-type,UPHE
centaurium_type,Gentianaceae,Gentianaceae,UPHE
centranthus,Valerianaceae,Valerianaceae,UPHE
cephalaria,Dipsacaceae,Dipsacaceae,UPHE
cerastium_type,Caryophyllaceae (periporate excl. Paronychioideae),Caryophyllaceae (periporate excl. Paronychioideae),UPHE
ceratocephalus,Ranunculus-type,Ranunculus-type,UPHE
ceratocephalus_type,Ranunculus-type,Ranunculus-type,UPHE
ceratonia,Ceratonia siliqua,Ceratonia siliqua,TRSH
ceratonia_siliqua,Ceratonia siliqua,Ceratonia siliqua,TRSH
cercis_siliquastrum,Cercis siliquastrum,Cercis siliquastrum,TRSH
cerealia_type,Poaceae,Poaceae,UPHE
cerinthe_type,Boraginaceae,Boraginaceae,UPHE
cf_abies,cf. Abies,cf. Abies,TRSH
cf_acantholimon,Plumbaginaceae,Plumbaginaceae,UPHE
cf_aconitum,delete,delete,delete
cf_adonis,delete,delete,delete
cf_astragalus_type,delete,delete,delete
cf_carya,delete,delete,delete
cf_caucalis,Apiaceae,Apiaceae,UPHE
cf_cruciferae,delete,delete,delete
cf_isoetes,delete,delete,delete
cf_loranthaceae,delete,delete,delete
cf_papaveraceae,delete,delete,delete
cf_phillyrea,delete,delete,delete
cf_plantago,delete,delete,delete
cf_populus,delete,delete,delete
cf_prosopis,delete,delete,delete
cf_pterocarya_fraxinifolia,delete,delete,delete
cf_ranunculaceae,delete,delete,delete
cf_rhus,delete,delete,delete
cf_thymelaeaceae,delete,delete,delete
chardinia,Cynareae,Cynareae,UPHE
chardinia_onopordum,Cynareae,Cynareae,UPHE
cheilanthes,delete,delete,VACR
chelidonium,Chelidonium majus,Chelidonium majus,UPHE
chenopodiaceae,Amaranthaceae/Chenopodiaceae,Amaranthaceae/Chenopodiaceae,UPHE
chenopodium_thalictrum,Amaranthaceae/Chenopodiaceae,Amaranthaceae/Chenopodiaceae,UPHE
chrozophora,Chrozophora-type,Chrozophora-type,UPHE
chrozophora_tinctoria,Euphorbiaceae,Euphorbiaceae,UPHE
chrysosplenium,Chrysosplenium,Chrysosplenium,UPHE
cichorioideae,Compositae subfam. Cichorioideae,Compositae subfam. Cichorioideae,UPHE
cichorium,Compositae subfam. Cichorioideae,Compositae subfam. Cichorioideae,UPHE
cirsium_gundelia,Cynareae,Cynareae,UPHE
cirsium_type,Cynareae,Cynareae,UPHE
cistus,Cistus,Cistus,TRSH
cistus_type,Cistus,Cistus,TRSH
cladium_mariscus,delete,delete,AQVP
clematis_type,Ranunculus-type,Ranunculus-type,UPHE
cnicus,Cynareae,Cynareae,UPHE
colchicum,Liliaceae-type,Liliaceae-type,UPHE
colchicum_merendera,Liliaceae-type,Liliaceae-type,UPHE
colutea,Astragalus-type,Astragalus-type,TRSH
combretaceae,Combretaceae,Combretaceae,TRSH
commiphora,Commiphora,Commiphora,TRSH
consolida,Consolida-type,Consolida-type,UPHE
convolvulaceae,Convolvulus,Convolvulus,UPHE
convolvulus,Convolvulus,Convolvulus,UPHE
convolvulus_arvensis_type,Convolvulus,Convolvulus,UPHE
coris,Coris,Coris,UPHE
cornus,Cornus,Cornus,TRSH
cornus_mas,Cornus,Cornus,TRSH
corylus,Corylus/Myrica,Corylus/Myrica,TRSH
cotinus,Rhus/Cotinus,Rhus/Cotinus,TRSH
cotinus_coggygria,Rhus/Cotinus,Rhus/Cotinus,TRSH
cotoneaster,Rosaceae (non-operculate),Rosaceae (non-operculate),TRSH
cousinia,Cynareae,Cynareae,UPHE
crassulaceae,Crassulaceae,Crassulaceae,UPHE
crataegus,Rosaceae (non-operculate),Rosaceae (non-operculate),TRSH
crataegus_type,Rosaceae (non-operculate),Rosaceae (non-operculate),TRSH
crepis_type,Compositae subfam. Cichorioideae,Compositae subfam. Cichorioideae,UPHE
cruciferae,Brassicaceae,Brassicaceae,UPHE
crupina,Cynareae,Cynareae,UPHE
cryptogramma_crispa,delete,delete,VACR
cucumis,Cucumis,Cucumis,UPHE
cucumis_melo,Cucumis,Cucumis,UPHE
cucurbitaceae,Cucurbitaceae,Cucurbitaceae,UPHE
cupressaceae,Juniperus-type,Juniperus-type,TRSH
cuscuta,Cuscuta,Cuscuta,UPHE
cyclamen,Cyclamen,Cyclamen,UPHE
cynoglossum,Cynoglossum-type,Cynoglossum-type,UPHE
cynoglossum_type,Cynoglossum-type,Cynoglossum-type,UPHE
cyperaceae,Cyperaceae,Cyperaceae,UPHE
cytisus,Genista-group,Genista-group,TRSH
daphne,Thymelaeaceae,Thymelaeaceae,TRSH
daphne_type,Thymelaeaceae,Thymelaeaceae,TRSH
datisca,Datisca cannabina,Datisca cannabina,UPHE
datisca_cannabina,Datisca cannabina,Datisca cannabina,UPHE
datura,Datura,Datura,UPHE
delphinium_type,Consolida-type,Consolida-type,UPHE
descurainia,Brassicaceae,Brassicaceae,UPHE
digitalis,Scrophulariaceae (colporate-reticulate),Scrophulariaceae (colporate-reticulate),UPHE
dinoflagellata,delete,delete,NA
dipsacaceae,Dipsacaceae,Dipsacaceae,UPHE
dipsacus_cephalaria,Dipsacaceae,Dipsacaceae,UPHE
dipsacus_type,Dipsacaceae,Dipsacaceae,UPHE
dodonaea,Dodonaea,Dodonaea,TRSH
doronicum_type,Compositae subfam. Asteroideae,Compositae subfam. Asteroideae,UPHE
dryopteris_type,delete,delete,VACR
echinops,Cynareae,Cynareae,UPHE
echium,Echium/Onosma,Echium/Onosma,UPHE
echium_type,Echium/Onosma,Echium/Onosma,UPHE
elaeagnus,Elaeagnus,Elaeagnus,TRSH
elatine,delete,delete,AQVP
ephedra,Ephedra,Ephedra,TRSH
ephedra_distachya_type,Ephedra,Ephedra,TRSH
ephedra_fragilis_type,Ephedra,Ephedra,TRSH
ephedra_intermedia_type,Ephedra,Ephedra,TRSH
ephedra_major_type,Ephedra,Ephedra,TRSH
epilobium,Onagraceae,Onagraceae,UPHE
epipactis,Orchidaceae,Orchidaceae,UPHE
equisetum,delete,delete,VACR
eremurus,Liliaceae-type,Liliaceae-type,UPHE
ericaceae,Ericales (tetrads),Ericales (tetrads),TRSH
erodium,Erodium,Erodium,UPHE
eryngium_type,Apiaceae,Apiaceae,UPHE
eucalyptus,Myrtaceae,Myrtaceae,TRSH
euonymus,Euonymus,Euonymus,TRSH
euphorbia,Euphorbiaceae,Euphorbiaceae,UPHE
euphorbiaceae,Euphorbiaceae,Euphorbiaceae,UPHE
euphrasia_type,Rhinanthus-group,Rhinanthus-group,UPHE
evax,Compositae subfam. Asteroideae,Compositae subfam. Asteroideae,UPHE
fabaceae,Fabaceae,Fabaceae,UPHE
faboideae,Fabaceae,Fabaceae,UPHE
fagopyrum,Fagopyrum,Fagopyrum,UPHE
fagus,Fagus,Fagus,TRSH
fallopia_convolvulus_type,Polygonum-type (tricolporate),Polygonum-type (tricolporate),UPHE
ferula_type,Apiaceae,Apiaceae,UPHE
filago_type,Compositae subfam. Asteroideae,Compositae subfam. Asteroideae,UPHE
filipendula,Filipendula,Filipendula,UPHE
fontanesia_phillyreoides,Fontanesia philliraeoides,Fontanesia philliraeoides,UPHE
frangula,Rhamnaceae,Rhamnaceae,TRSH
frankenia,Frankenia,Frankenia,TRSH
frankenia_hirsuta_type,Frankenia,Frankenia,TRSH
fraxinus,Fraxinus,Fraxinus,TRSH
fraxinus_excelsior,Fraxinus,Fraxinus,TRSH
fraxinus_excelsior_type,Fraxinus,Fraxinus,TRSH
fraxinus_ornus,Fraxinus,Fraxinus,TRSH
fumana,Fumana,Fumana,TRSH
fumaria,Fumaria,Fumaria,UPHE
fumaria_type,Fumaria,Fumaria,UPHE
gagea_type,Liliaceae-type,Liliaceae-type,UPHE
galium_type,Rubiaceae,Rubiaceae,UPHE
genista,Genista-group,Genista-group,TRSH
genista_minus_group,Genista-group,Genista-group,TRSH
genista_type,Genista-group,Genista-group,TRSH
gentiana,Gentianaceae,Gentianaceae,UPHE
gentiana_nivalis_type,Gentianaceae,Gentianaceae,UPHE
gentiana_olivieri_type,Gentianaceae,Gentianaceae,UPHE
gentiana_purpurea,Gentianaceae,Gentianaceae,UPHE
gentiana_vernalis_type,Gentianaceae,Gentianaceae,UPHE
gentianaceae,Gentianaceae,Gentianaceae,UPHE
gentianella_tenella,Gentianaceae,Gentianaceae,UPHE
geranium,Geraniaceae,Geraniaceae,UPHE
geum,Geum-type,Geum-type,UPHE
geum_type,Geum-type,Geum-type,UPHE
glaucium,Glaucium,Glaucium,UPHE
glaux,Anagallis-type,Anagallis-type,UPHE
glyceria_type,Poaceae,Poaceae,UPHE
gossypium,Malvaceae,Malvaceae,TRSH
gramineae,Poaceae,Poaceae,UPHE
gundelia_type,Compositae subfam. Cichorioideae,Compositae subfam. Cichorioideae,UPHE
gypsophila,Caryophyllaceae (periporate excl. Paronychioideae),Caryophyllaceae (periporate excl. Paronychioideae),UPHE
gypsophila_type,Caryophyllaceae (periporate excl. Paronychioideae),Caryophyllaceae (periporate excl. Paronychioideae),UPHE
halogeton,Amaranthaceae/Chenopodiaceae,Amaranthaceae/Chenopodiaceae,UPHE
halothamnus_type,Amaranthaceae/Chenopodiaceae,Amaranthaceae/Chenopodiaceae,UPHE
hammada_type,Amaranthaceae/Chenopodiaceae,Amaranthaceae/Chenopodiaceae,UPHE
haplophyllum,Haplophyllum,Haplophyllum,UPHE
hedera,Hedera,Hedera,TRSH
hedysarum,Onobrychis-type,Onobrychis-type,UPHE
hedysarum_ebenus,Onobrychis-type,Onobrychis-type,UPHE
helianthemum,Helianthemum,Helianthemum,UPHE
heliotropium,Heliotropium,Heliotropium,UPHE
heliotropium_type,Heliotropium,Heliotropium,UPHE
helleborus,Helleborus,Helleborus,UPHE
heracleum_type,Apiaceae,Apiaceae,UPHE
herniaria_type,Caryophyllaceae subfam. Paronychioideae,Caryophyllaceae subfam. Paronychioideae,UPHE
hippocrepis,Coronilla-type,Coronilla-type,UPHE
hippocrepis_type,Coronilla-type,Coronilla-type,UPHE
hippophae,Hippophae rhamnoides,Hippophae rhamnoides,TRSH
hippophae_rhamnoides,Hippophae rhamnoides,Hippophae rhamnoides,TRSH
hippuris,delete,delete,AQVP
hordeum_triticum,Poaceae,Poaceae,UPHE
hordeum_type,Poaceae,Poaceae,UPHE
humulus_cannabis,Cannabis/Humulus,Cannabis/Humulus,UPHE
hydrocharis,delete,delete,AQVP
hydrocotyle_type,delete,delete,AQVP
hyoscyamus,Hyoscyamus,Hyoscyamus,UPHE
hypericum,Hypericum,Hypericum,UPHE
hypericum_assyrianum_type,Hypericum,Hypericum,UPHE
hypericum_hirtellum_var_assyriacum_type,Hypericum,Hypericum,UPHE
hypericum_perforatum_type,Hypericum,Hypericum,UPHE
ilex,Ilex,Ilex,TRSH
indeterminable_unknown,delete,delete,delete
inula,Compositae subfam. Asteroideae,Compositae subfam. Asteroideae,UPHE
inula_type,Compositae subfam. Asteroideae,Compositae subfam. Asteroideae,UPHE
iris,Liliaceae-type,Liliaceae-type,UPHE
isoetes,delete,delete,AQVP
jasione_type,Campanulaceae,Campanulaceae,UPHE
juglans,Juglans,Juglans,TRSH
juglans_regia,Juglans,Juglans,TRSH
juncus_luzula,Juncaceae,Juncaceae,UPHE
juniperus,Juniperus-type,Juniperus-type,TRSH
juniperus_sabina,Juniperus-type,Juniperus-type,TRSH
juniperus_type,Juniperus-type,Juniperus-type,TRSH
jurinea_type,Cynareae,Cynareae,UPHE
knautia,Dipsacaceae,Dipsacaceae,UPHE
knautia_type,Dipsacaceae,Dipsacaceae,UPHE
labiatae,Lamiaceae,Lamiaceae,UPHE
lamiaceae,Lamiaceae,Lamiaceae,UPHE
lamium_album_type,Lamium album-type,Lamium album-type,UPHE
lappula,Boraginaceae,Boraginaceae,UPHE
larix,Larix/Pseudotsuga,Larix/Pseudotsuga,TRSH
lathyrus_type,Lathyrus/Vicia-type,Lathyrus/Vicia-type,UPHE
laurus,Laurus,Laurus,TRSH
legousia_type,Campanulaceae,Campanulaceae,UPHE
leguminosae,Fabaceae,Fabaceae,UPHE
lemna,delete,delete,AQVP
lemnaceae,delete,delete,AQVP
leontice_leontopetalum,Leontice,Leontice,UPHE
leontice_type,Leontice,Leontice,UPHE
liguliflorae,Compositae subfam. Cichorioideae,Compositae subfam. Cichorioideae,UPHE
ligustrum,Ligustrum-type,Ligustrum-type,TRSH
ligustrum_type,Ligustrum-type,Ligustrum-type,TRSH
liliaceae,Liliaceae-type,Liliaceae-type,UPHE
liliaceae_undiff,Liliaceae-type,Liliaceae-type,UPHE
lilium,Liliaceae-type,Liliaceae-type,UPHE
limonium_type,Plumbaginaceae,Plumbaginaceae,UPHE
linaria,Scrophulariaceae (colporate-reticulate),Scrophulariaceae (colporate-reticulate),UPHE
linaria_type,Scrophulariaceae (colporate-reticulate),Scrophulariaceae (colporate-reticulate),UPHE
linum,Linum,Linum,UPHE
liquidambar,Liquidambar,Liquidambar,TRSH
lithospermum_arvense,Boraginaceae,Boraginaceae,UPHE
lithospermum_type,Boraginaceae,Boraginaceae,UPHE
lobelia,Lobelia,Lobelia,UPHE
lomelosia_olivieri,Dipsacaceae,Dipsacaceae,UPHE
lomelosia_palaestina,Dipsacaceae,Dipsacaceae,UPHE
lomelosia_rotata_type,Dipsacaceae,Dipsacaceae,UPHE
lonicera,Lonicera,Lonicera,TRSH
loranthus,Loranthus europaeus,Loranthus europaeus,TRSH
loranthus_europaeus,Loranthus europaeus,Loranthus europaeus,TRSH
lotus_type,Lotus-type,Lotus-type,UPHE
lychnis_type,Caryophyllaceae (periporate excl. Paronychioideae),Caryophyllaceae (periporate excl. Paronychioideae),UPHE
lycium_type,Lycium,Lycium,TRSH
lycopodiella_type,delete,delete,VACR
lycopodium,delete,delete,VACR
lysimachia,Anagallis-type,Anagallis-type,UPHE
lythrum,Lythrum,Lythrum,UPHE
lythrum_portula,Lythrum,Lythrum,UPHE
maianthemum,Liliaceae-type,Liliaceae-type,UPHE
maianthemum_type,Liliaceae-type,Liliaceae-type,UPHE
malabaila,Apiaceae,Apiaceae,UPHE
malcolmia,Brassicaceae,Brassicaceae,UPHE
malus_type,Rosaceae (non-operculate),Rosaceae (non-operculate),TRSH
malva,Malvaceae,Malvaceae,UPHE
malvaceae,Malvaceae,Malvaceae,UPHE
marrubium,Marrubium,Marrubium,UPHE
matricaria_type,Compositae subfam. Asteroideae,Compositae subfam. Asteroideae,UPHE
matthiola,Brassicaceae,Brassicaceae,UPHE
medicago,Medicago sativa-type,Medicago sativa-type,UPHE
melampyrum,Melampyrum,Melampyrum,UPHE
melilotus,Astragalus-type,Astragalus-type,UPHE
mentha_type,Labiatae (6),Labiatae (6),UPHE
menyanthes_trifoliata,delete,delete,AQVP
mercurialis,Mercurialis,Mercurialis,UPHE
