taxon_name,level_1,level_2,ecological_group
centaurea_scabiosa,Centaurea undiffrentiated,Centaurea undiffrentiated,UPHE
centaurea_scabiosa_type,Centaurea undiffrentiated,Centaurea undiffrentiated,UPHE
centaurea_undiff,Centaurea undiffrentiated,Centaurea undiffrentiated,UPHE
cerastium,Caryophyllaceae,Caryophyllaceae,UPHE
cerastium_type,Caryophyllaceae,Caryophyllaceae,UPHE
ceratophyllum,delete,delete,AQVP
cercophora,delete,delete,FUNG
cerealia,Cerealia,Cerealia,UPHE
cf_caltha,Ranunculaceae,Ranunculaceae,UPHE
cf_chr,delete,delete,UPHE
cf_chrysosplenium,delete,delete,UPHE
cf_comarum,delete,delete,UPHE
cf_dryas,Rosaceae undifferentiated,Rosaceae undifferentiated,UPHE
cf_hippuris,delete,delete,SEED
cf_hippurus,delete,delete,AQVP
cf_hypericum,delete,delete,UPHE
cf_juglans,Juglans,Juglans,TRSH
cf_lagotis,Scrophulariaceae undifferentiated,Scrophulariaceae undifferentiated,UPHE
cf_myriophyllum,delete,delete,AQVP
cf_novosieversia,delete,delete,UPHE
cf_orthillia,delete,delete,UPHE
cf_parnassia,Saxifraga undifferentiated,Saxifraga undifferentiated,UPHE
cf_pedicularis,Pedicularis,Pedicularis,UPHE
cf_potamogeton,delete,delete,AQVP
cf_rhamnaceae,Rhamnaceae,Rhamnaceae,TRSH
cf_rubus_chamaemorus,Rosaceae undifferentiated,Rosaceae undifferentiated,TRSH
cf_saxifraga_hirculus,Saxifraga undifferentiated,Saxifraga undifferentiated,UPHE
cf_sparganium,delete,delete,AQVP
chenopodiaceae,Amaranthaceae/Chenopodiaceae,Amaranthaceae/Chenopodiaceae,UPHE
chenopodiaceae_amaranthacea,Amaranthaceae/Chenopodiaceae,Amaranthaceae/Chenopodiaceae,UPHE
chenopodium,Amaranthaceae/Chenopodiaceae,Amaranthaceae/Chenopodiaceae,UPHE
chenopodium_album,Amaranthaceae/Chenopodiaceae,Amaranthaceae/Chenopodiaceae,UPHE
chrysosplenium,Chrysosplenium,Chrysosplenium,UPHE
cichoriaceae,Asteraceae Cichorioideae,Asteraceae Cichorioideae,UPHE
cichoriaceae_taraxacum_type,Asteraceae Cichorioideae,Asteraceae Cichorioideae,UPHE
cichoriceae,Asteraceae Cichorioideae,Asteraceae Cichorioideae,UPHE
cichorioideae,Asteraceae Cichorioideae,Asteraceae Cichorioideae,UPHE
cichorioideae_undiff,Asteraceae Cichorioideae,Asteraceae Cichorioideae,UPHE
circaea_alpina,Circaea,Circaea,UPHE
cirsium,Cirsium-type,Cirsium-type,UPHE
cirsium_type,Cirsium-type,Cirsium-type,UPHE
cladium_type,delete,delete,AQVP
claytonia,Portulacaceae,Portulacaceae,UPHE
claytonia_acutifolia,Portulacaceae,Portulacaceae,UPHE
claytonia_arctica,Portulacaceae,Portulacaceae,UPHE
claytonia_undiff,Portulacaceae,Portulacaceae,UPHE
clematis,Ranunculaceae,Ranunculaceae,UPHE
compositae_subf_cichorioideae,Asteraceae Cichorioideae,Asteraceae Cichorioideae,UPHE
coniferae_undiff,Coniferae undiffrentiated,Coniferae undiffrentiated,TRSH
coniogramme,delete,delete,VACR
convolvulaceae,Convolvulaceae,Convolvulaceae,UPHE
convolvulus,Convolvulaceae,Convolvulaceae,UPHE
coptis,Thalictrum-type,Thalictrum-type,UPHE
cornaceae,Cornaceae,Cornaceae,TRSH
cornus,Cornaceae,Cornaceae,TRSH
cornus_mas,Cornaceae,Cornaceae,TRSH
cornus_suecica,Cornaceae,Cornaceae,TRSH
corydalis,Corydalis,Corydalis,UPHE
corylus,Corylus,Corylus,TRSH
corylus_avellana,Corylus,Corylus,TRSH
cotoneaster,Sorbus/Prunus,Sorbus/Prunus,TRSH
crassulaceae,Crassulaceae,Crassulaceae,UPHE
cruciferae,Brassicaceae,Brassicaceae,UPHE
cryptogramma,delete,delete,VACR
cupressaceae,Cupressaceae,Cupressaceae,TRSH
cyperaceae,Cyperaceae,Cyperaceae,UPHE
cyperaceae_undiff,Cyperaceae,Cyperaceae,UPHE
dacrydium,Dacrydium,Dacrydium,TRSH
daphne,Daphne,Daphne,TRSH
delphinium_elatum,Ranunculaceae,Ranunculaceae,UPHE
depth_bot,delete,delete,LABO
depth_top,delete,delete,LABO
descurainia,Brassicaceae,Brassicaceae,UPHE
desmidiaceae,delete,delete,ALGA
dicranaceae,delete,delete,UPBR
diphasiastrum,delete,delete,VACR
diphasiastrum_alpinum,delete,delete,VACR
diphasiastrum_complanatum,delete,delete,VACR
diphasiastrum_tristachyum,delete,delete,VACR
diphasiastrum_type,delete,delete,VACR
dipsacaceae,Knautia-type,Knautia-type,UPHE
draba,Brassicaceae,Brassicaceae,UPHE
drosera,Droseraceae,Droseraceae,AQVP
droseraceae,Droseraceae,Droseraceae,UPHE
dryas,Dryas,Dryas,UPHE
dryas_octopetala,Dryas,Dryas,UPHE
dryopteris,delete,delete,VACR
dryopteris_type,delete,delete,VACR
duschekia_fruticosa,"Alnus, shrub","Alnus, shrub",TRSH
echinops,Asteraceae Asteroideae,Asteraceae Asteroideae,UPHE
elaeagnus,Elaeagnus,Elaeagnus,TRSH
elymus_type,Cerealia,Cerealia,UPHE
empetrum,Empetrum,Empetrum,TRSH
empetrum_nigrum,Empetrum,Empetrum,TRSH
empetrum_type,Empetrum,Empetrum,TRSH
encalypta,delete,delete,UPBR
ephedra,Ephedra,Ephedra,TRSH
ephedra_distachya,Ephedra,Ephedra,TRSH
ephedra_distachya_plus_fragilis,Ephedra,Ephedra,TRSH
ephedra_distachya_type,Ephedra,Ephedra,TRSH
ephedra_fragilis,Ephedra,Ephedra,TRSH
ephedra_fragilis_type,Ephedra,Ephedra,TRSH
epilobium,Onagraceae,Onagraceae,UPHE
epilobium_type,Onagraceae,Onagraceae,UPHE
equisetum,delete,delete,VACR
equisetum_sylvaticum,delete,delete,VACR
equisetum_undiff,delete,delete,VACR
ericaceae,Ericaceae,Ericaceae,TRSH
ericaceae_undiff,Ericaceae,Ericaceae,TRSH
ericales,Ericaceae,Ericaceae,TRSH
ericales_undiff,Ericaceae,Ericaceae,TRSH
eryngium_type,Apiaceae,Apiaceae,UPHE
euonymus,Celastraceae,Celastraceae,TRSH
euphorbia,Euphorbiaceae undifferentiated,Euphorbiaceae undifferentiated,UPHE
euphorbia_type,Euphorbiaceae undifferentiated,Euphorbiaceae undifferentiated,UPHE
euphorbiaceae_undifferentiated,Euphorbiaceae undifferentiated,Euphorbiaceae undifferentiated,UPHE
fabaceae,Fabaceae undifferentiated,Fabaceae undifferentiated,UPHE
fabaceae_herb,"Fabaceae, herb","Fabaceae, herb",UPHE
fabaceae_shrub,"Fabaceae, shrub","Fabaceae, shrub",TRSH
fabaceae_undifferentiated,Fabaceae undifferentiated,Fabaceae undifferentiated,UPHE
fagopyrum,Fagopyrum,Fagopyrum,UPHE
fagus,Fagus,Fagus,TRSH
filipendula,Filipendula,Filipendula,UPHE
filipendula_ulmaria,Filipendula,Filipendula,UPHE
frangula_alnus,Frangula alnus,Frangula alnus,TRSH
fraxinus,Fraxinus,Fraxinus,TRSH
fraxinus_excelsior,Fraxinus,Fraxinus,TRSH
fungi,delete,delete,FUNG
galium,Rubiaceae,Rubiaceae,UPHE
galium_type,Rubiaceae,Rubiaceae,UPHE
gelasinospora,delete,delete,FUNG
gentiana,Gentianaceae,Gentianaceae,UPHE
gentiana_pneumonanthe_type,Gentianaceae,Gentianaceae,UPHE
gentianaceae,Gentianaceae,Gentianaceae,UPHE
gentianaceae_undiff,Gentianaceae,Gentianaceae,UPHE
gentianella_campestris_type,Gentianaceae,Gentianaceae,UPHE
geraniaceae,Geraniaceae,Geraniaceae,UPHE
geranium,Geraniaceae,Geraniaceae,UPHE
geum,Geum-type,Geum-type,UPHE
geum_type,Geum-type,Geum-type,UPHE
glomus,delete,delete,FUNG
goniolimon,Plumbaginaceae,Plumbaginaceae,UPHE
gramineae,Poaceae,Poaceae,UPHE
grossulariaceae,Grossulariaceae,Grossulariaceae,TRSH
gymnocarpium_type,delete,delete,VACR
hedysarum,"Fabaceae, herb","Fabaceae, herb",UPHE
hedysarum_hedysaroides,"Fabaceae, herb","Fabaceae, herb",UPHE
helianthemum,Helianthemum,Helianthemum,UPHE
heracleum,Apiaceae,Apiaceae,UPHE
herbs,delete,delete,UPHE
hippophae,Hippophae,Hippophae,TRSH
hippophae_rhamnoides,Hippophae,Hippophae,TRSH
hippophae_rhamnoids,Hippophae,Hippophae,TRSH
hordeum,Cerealia,Cerealia,UPHE
humulus,Cannabis/Humulus,Cannabis/Humulus,UPHE
humulus_cannabis,Cannabis/Humulus,Cannabis/Humulus,UPHE
humulus_lupulus,Cannabis/Humulus,Cannabis/Humulus,UPHE
huperzia,delete,delete,VACR
huperzia_selago,delete,delete,VACR
huperzia_selago_subsp_arctica,delete,delete,VACR
huperzia_selago_subsp_arctica_type,delete,delete,VACR
huperzia_selago_type,delete,delete,VACR
hydrocharitaceae,delete,delete,AQVP
hydrocotyle,delete,delete,AQVP
ilex,Aquifoliaceae,Aquifoliaceae,TRSH
illecebrum_type,Caryophyllaceae,Caryophyllaceae,UPHE
indeterminable,delete,delete,UNID
indeterminable_undiff,delete,delete,UNID
indeterminata,delete,delete,UNID
indeterminata_varia,delete,delete,UNID
iridaceae,Iridaceae,Iridaceae,UPHE
iris,Iridaceae,Iridaceae,UPHE
iris_germanica_type,Iridaceae,Iridaceae,UPHE
isoetes,delete,delete,VACR
juglans,Juglans,Juglans,TRSH
juglans_mandshurica,Juglans,Juglans,TRSH
juglans_pterocarya,Juglandaceae undiffrentiated,Juglandaceae undiffrentiated,TRSH
juncaceae,Juncaceae,Juncaceae,UPHE
juniperus,Juniperus-type,Juniperus-type,TRSH
juniperus_pollen_nisp,Juniperus-type,Juniperus-type,TRSH
juniperus_stomate_nisp,delete,delete,TRSH
knautia,Knautia-type,Knautia-type,UPHE
koenigia,Koenigia,Koenigia,UPHE
koenigia_islandica,Koenigia,Koenigia,UPHE
koenigia_ocreata,Koenigia,Koenigia,UPHE
koenigia_sect_aconogonon,Koenigia,Koenigia,UPHE
koenigia_tripterocarpa,Koenigia,Koenigia,UPHE
labiatae,Lamiaceae,Lamiaceae,UPHE
lamiaceae,Lamiaceae,Lamiaceae,UPHE
larix,Larix,Larix,TRSH
larix_gmelinii,Larix,Larix,TRSH
larix_sibirica,Larix,Larix,TRSH
larix_stomata,delete,delete,delete
larix_type,Larix,Larix,TRSH
ledum,Ledum-type,Ledum-type,TRSH
ledum_type,Ledum-type,Ledum-type,TRSH
lemna,delete,delete,AQVP
liliaceae,Liliaceae,Liliaceae,UPHE
liliaceae_undiff,Liliaceae,Liliaceae,UPHE
lilium,Liliaceae,Liliaceae,UPHE
linaceae,Linaceae,Linaceae,UPHE
linnaea_borealis,Linnaea borealis,Linnaea borealis,UPHE
linum,Linaceae,Linaceae,UPHE
linum_alpinum,Linaceae,Linaceae,UPHE
listera_type,Oxyria-type,Oxyria-type,UPHE
lloydia,Liliaceae,Liliaceae,UPHE
lonicera,Lonicera-type,Lonicera-type,TRSH
lyc_a,delete,delete,VACR
lyc_ct,delete,delete,VACR
lyc_other,delete,delete,VACR
lycopodiaceae,delete,delete,VACR
lycopodiaceae_undiff,delete,delete,VACR
lycopodium,delete,delete,VACR
lycopodium_alpinum,delete,delete,VACR
lycopodium_annotinum,delete,delete,VACR
lycopodium_annotinum_diphasiastrum_alpinum,delete,delete,VACR
lycopodium_annotinum_subsp_alpestre,delete,delete,VACR
lycopodium_annotinum_subsp_annotinum,delete,delete,VACR
lycopodium_annotinum_type,delete,delete,VACR
lycopodium_appressum,delete,delete,VACR
lycopodium_clavatum,delete,delete,VACR
lycopodium_clavatum_type,delete,delete,VACR
lycopodium_complanatum,delete,delete,VACR
lycopodium_pungens,delete,delete,VACR
lycopodium_sp,delete,delete,VACR
lycopodium_spike,delete,delete,LABO
lycopodium_type,delete,delete,VACR
lycopodium_undiff,delete,delete,VACR
lysimachia,Primulaceae,Primulaceae,UPHE
lythraceae,Lythraceae,Lythraceae,UPHE
lythrum,Lythraceae,Lythraceae,UPHE
maianthemum_bifolium,Liliaceae,Liliaceae,UPHE
malvaceae,Malvaceae,Malvaceae,UPHE
malvaceae_sensu_stricto,Malvaceae,Malvaceae,UPHE
marchantiophyta,delete,delete,UPBR
marchantiophyta_undiff,delete,delete,UPBR
matricaria_type,Asteraceae Asteroideae,Asteraceae Asteroideae,UPHE
meesia,delete,delete,UPBR
menyanthaceae,delete,delete,AQVP
menyanthes,delete,delete,AQVP
menyanthes_trifoliata,delete,delete,AQVP
mercurialis,Euphorbiaceae undifferentiated,Euphorbiaceae undifferentiated,UPHE
micranthes_nivalis_type,Saxifraga stellaris-type,Saxifraga stellaris-type,UPHE
micranthes_stellaris_type,Saxifraga stellaris-type,Saxifraga stellaris-type,UPHE
microthyrium,delete,delete,FUNG
myosotis,Boraginaceae,Boraginaceae,UPHE
myrica,Myrica,Myrica,TRSH
myricaria,Myricaria,Myricaria,TRSH
myriophyllum,delete,delete,AQVP
myriophyllum_alterniflorum,delete,delete,AQVP
myriophyllum_spicatum,delete,delete,AQVP
nitraria,Nitraria,Nitraria,TRSH
number,delete,delete,delete
nuphar,delete,delete,AQVP
nupharaceae,delete,delete,AQVP
nymphaea,delete,delete,AQVP
nymphaea_alba,delete,delete,AQVP
nymphaea_candida,delete,delete,AQVP
nymphaea_undiff,delete,delete,AQVP
oenotheraceae,Onagraceae,Onagraceae,UPHE
oleaceae,Oleaceae undifferentiated,Oleaceae undifferentiated,TRSH
oleaceae_undiff,Oleaceae undifferentiated,Oleaceae undifferentiated,TRSH
oleaceae_undifferentiated,Oleaceae undifferentiated,Oleaceae undifferentiated,TRSH
onagraceae,Onagraceae,Onagraceae,UPHE
onagraceae_undiff,Onagraceae,Onagraceae,UPHE
ophioglossaceae,delete,delete,VACR
ophioglossum,delete,delete,VACR
ophioglossum_vulgatum,delete,delete,VACR
orchidaceae,Orchidaceae,Orchidaceae,UPHE
osmuda,delete,delete,VACR
osmunda,delete,delete,VACR
osmundaceae,delete,delete,VACR
osmundastrum_cinnamomeum,delete,delete,VACR
ovoidites,delete,delete,ALGA
oxalidaceae,Oxalidaceae,Oxalidaceae,UPHE
oxyria_digyna,Rumex-type,Rumex-type,UPHE
papaver,Papaveraceae,Papaveraceae,UPHE
papaver_argemone_type,Papaveraceae,Papaveraceae,UPHE
papaveraceae,Papaveraceae,Papaveraceae,UPHE
papilionaceae,Fabaceae undifferentiated,Fabaceae undifferentiated,UPHE
parnassia,Parnassia,Parnassia,UPHE
parnassia_palustris,Parnassia,Parnassia,UPHE
paronychia_herniaria_type,Caryophyllaceae,Caryophyllaceae,UPHE
patrinia,Valerianaceae,Valerianaceae,UPHE
pediastrum,delete,delete,ALGA
pedicularis,Pedicularis,Pedicularis,UPHE
pedicularis_oederi_type,Pedicularis,Pedicularis,UPHE
persicaria,Persicaria,Persicaria,UPHE
persicaria_amphibia,delete,delete,AQVP
persicaria_lapathifolia_type,Persicaria,Persicaria,UPHE
phellodendron,Rutaceae,Rutaceae,TRSH
phlox,Phlox,Phlox,UPHE
picea,Picea abies,Picea abies,TRSH
picea_abies,Picea abies,Picea abies,TRSH
picea_obovata,Picea abies,Picea abies,TRSH
picea_pollen_nisp,Picea abies,Picea abies,TRSH
picea_sect_eupicea,Picea abies,Picea abies,TRSH
picea_sect_omorika,Picea abies,Picea abies,TRSH
picea_stomate_nisp,delete,delete,TRSH
picea_undiff,Picea abies,Picea abies,TRSH
pinaceae,Pinaceae undifferentiated,Pinaceae undifferentiated,TRSH
pinaceae_indeterminata,Pinaceae undifferentiated,Pinaceae undifferentiated,TRSH
pinaceae_undifferentiated,Pinaceae undifferentiated,Pinaceae undifferentiated,TRSH
pinguicula,Pinguicula,Pinguicula,UPHE
pinus,Pinus undifferentiated,Pinus undifferentiated,TRSH
pinus_koraiensis,Pinus subgen. Haploxylon,Pinus subgen. Haploxylon,TRSH
pinus_pollen_nisp,Pinus undifferentiated,Pinus undifferentiated,TRSH
pinus_pumila,Pinus subgen. Haploxylon,Pinus subgen. Haploxylon,TRSH
pinus_pumila_type,Pinus subgen. Haploxylon,Pinus subgen. Haploxylon,TRSH
pinus_sibirica,Pinus subgen. Haploxylon,Pinus subgen. Haploxylon,TRSH
pinus_sibirica_type,Pinus subgen. Haploxylon,Pinus subgen. Haploxylon,TRSH
pinus_stomate_nisp,delete,delete,TRSH
pinus_subg_pinus,Pinus subgen. Diploxylon,Pinus subgen. Diploxylon,TRSH
pinus_subg_pinus_undiff,Pinus subgen. Diploxylon,Pinus subgen. Diploxylon,TRSH
pinus_subg_strobus,Pinus subgen. Haploxylon,Pinus subgen. Haploxylon,TRSH
pinus_subg_strobus_undiff,Pinus subgen. Haploxylon,Pinus subgen. Haploxylon,TRSH
pinus_subgen_diploxylon,Pinus subgen. Diploxylon,Pinus subgen. Diploxylon,TRSH
pinus_subgen_diploxylon_type,Pinus subgen. Diploxylon,Pinus subgen. Diploxylon,TRSH
pinus_subgen_haploxylon,Pinus subgen. Haploxylon,Pinus subgen. Haploxylon,TRSH
pinus_subgen_haploxylon_type,Pinus subgen. Haploxylon,Pinus subgen. Haploxylon,TRSH
pinus_sylvestris,Pinus subgen. Diploxylon,Pinus subgen. Diploxylon,TRSH
pinus_sylvestris_type,Pinus subgen. Diploxylon,Pinus subgen. Diploxylon,TRSH
pinus_undiff,Pinus undifferentiated,Pinus undifferentiated,TRSH
pinus_undifferentiated,Pinus undifferentiated,Pinus undifferentiated,TRSH
plantae,delete,delete,PLNT
plantae_aquatics,delete,delete,PLNT
plantaginaceae,Plantago,Plantago,UPHE
plantago,Plantago,Plantago,UPHE
plantago_lanceolata,Plantago lanceolata,Plantago lanceolata,UPHE
plantago_major,Plantago major,Plantago major,UPHE
plantago_major_p_media,Plantago major,Plantago major,UPHE
